Nr;Text_vorher;UNG.NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Titelstichwort;Erstglied;Lemma;Adj;mit_adj_Mod;Det;als_praep_Kompl;Praeposition;Material_zwischen_Prep_und_Nom;NOM_V;FVG;Genitiv;Zweitglied;Numerus;Simplexbasis;Fremdwortbasis;ig;Hapax_Legomenon;Anmerkungen;Majuskel;ierung;Kompositum;Praefix;Anzahl_Praefixe;Praefix_Kombi;Basisverb;Basisverb_alternativ;PREP_DET_NOM;Syntagma
4966;wahrscheinlich nun zu mancher Verbesserung in den ;Regierungen; Gelegenheit geben wird. Au√üerdem hat der america;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Regierung;NA;NEIN;b;NEIN;in;NA;NA;NA;KEIN;NA;PL;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;NEIN;NEIN
4967;nd hoffen kann, die Gemeinschaft und gegenseitige ;Mittheilung; entfernter Voelker werde sich in der Folge vermeh;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Mitteilung;gegenseitig;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;mitteilen;NA;NEIN;NEIN
4968;n Mexico und Peru seit einigen Jahren entstandene ;Gaehrung; mehr verheelet, als gedaempft habe, und die Zeit ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;G‰hrung;entstanden;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;gaehren;NA;NEIN;NEIN
4969;t, als gedaempft habe, und die Zeit der Rache und ;Vergeltung; jener fanatischen Mordsucht *), welche Millionen ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Vergeltung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergelten;NA;NEIN;NEIN
4970;t sie aber auch noch: so hat Spanien, durch seine ;Theilnehmung; am americanischen Kriege sich doch selbst eine Ru;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Teilnehmung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;teilnehmen;NA;NEIN;JA
4971;fen. Die vereinigten Staaten koennen einst seinen ;Besitzungen;, ausser dem Beyspiele, auch durch ihre Nachbarsch;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Besitzung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;besitzen;NA;NEIN;NEIN
4972;e Nachbarschaft gefaehrlich werden. Denn die nach ;Erloesung; seufzende Eingebornen werden ihnen gewi√ü zu jede;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Erlˆsung;NA;NEIN;KEIN;NEIN;nach;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erloesen;NA;NEIN;NEIN
4973;eufzende Eingebornen werden ihnen gewi√ü zu jeder ;Unternehmung; gegen ihre Unterdruecker die Haende bieten. Auch ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Unternehmung;NA;NEIN;s;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;unter;NA;NA;unternehmen;NA;NEIN;NEIN
4974; ihre Unterdruecker die Haende bieten. Auch diese ;Hofnung;, einem so ansehnlichen Theile des menschlichen Ge;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Hoffnung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
4975;eit geben koennen, weil Jedermann auf die ;Schlieﬂung; der Definitivfriedenstractaten und auf die Auswec;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Schlieﬂung;NA;NEIN;b;NEIN;auf;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schliessen;NA;NEIN;NEIN
4976;e√üung der Definitivfriedenstractaten und auf die ;Auswechselung;" der im Kriege erorberten Jnseln wartete; ausser d";NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Auswechslung;NA;NEIN;b;NEIN;auf;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;aus;NA;NA;auswechseln;NA;NEIN;NEIN
4977;hhandel nach der Jnsel Cuba und andern Spanischen ;Besitzungen; getrieben wurde. Die Daenischen Jnseln St. Thomas;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Besitzung;spanisch;JA;KEIN;NEIN;nach;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;besitzen;NA;NEIN;NEIN
4978;en. Seit Jahrtausenden scheint hier der Trieb zur ;Veredlung;, der dem schwarzen Menschen so gut eigen ist, als;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Veredelung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;ver;NA;NA;veredeln;NA;NEIN;NEIN
4979;lischen und Hollaendischen, stehn die wichtigsten ;Veraenderungen; bevor. Jene ist durch den mit den Maratten geschl;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Ver‰nderung;wichtig;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;veraendern;NA;NEIN;NEIN
4980; Herrschaft zu entreissen, und ihnen eine bessere ;Regierung; zu geben. Die Hollaendisch-Ostindische Compagnie ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Regierung;besser;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;NEIN;NEIN
4981;ht, wird es immer an Thaetigkeit und Eifer in der ;Ausfuehrung; fehlen, wenn man auch zweckmae√üige Maasregeln er;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Ausf¸hrung;NA;NEIN;b;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;aus;NA;NA;ausfuehren;NA;NEIN;NEIN
4982; Auch ist zu wuenschen, da√ü es mit europaeischen ;Niederlassungen; so lange verschont bleiben moege, bis einmal weis;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Niederlassung;europ‰isch;JA;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;nieder;NA;NA;niederlassen;NA;NEIN;NEIN
4983; Petersburg davon wissen kann. Aber die Ru√üische ;Regierung; scheint ihre Ursachen zu haben, diese gro√üen Str;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Regierung;russisch;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NA;JA;NEIN;NEIN;NA;JA;YES;NA;NA;NA;NA;regieren;NA;NEIN;NEIN
4984;tel dieses Erdtheils hat Persien wieder eine neue ;Staatsveraenderung; erfahren. Abul Fat Chan, ein Sohn des Kerim Chan,;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;Staats;Ver‰nderung;neu;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;veraendern;NA;NEIN;NEIN
4985;Africa herum nach Ostindien gefunden hatten. (Die ;Fortsetzung; folgt im naechsten Stueck.) Koenigsberg **), den ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Fortsetzung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;fort;NA;NA;fortsetzen;NA;NEIN;JA
4986;nst la√ü ich euch ins Zuchthaus bringen.‚Äû Diese ;Vermahnung; mit den 4 Fl. that eine gute Wirkung. Das Weib ve;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Vermahnung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vermahnen;NA;NEIN;NEIN
4987;‚Äû Diese Vermahnung mit den 4 Fl. that eine gute ;Wirkung;. Das Weib verrichtet jetzt ihre ordentliche Arbei;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Wirkung;gut;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;wirken;NA;NEIN;NEIN
4988; kann. Einmal - wenn in demselben die Gesetze und ;Regierungen; mehr nach der menschlichen Natur und Freyheit ein;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Regierung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;NEIN;NEIN
4989;esetzen mehr gehorchen lernt. Glueckseligkeit und ;Bildung; jeder Menschenkraft und Kunst verbreiten dann von;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Bildung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;bilden;NA;NEIN;NEIN
4990;nn die verschiednen Voelker mehr Gemeinschaft und ;Verbindung; unter sich errichten, so da√ü sie alle Schaetze d;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Verbindung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbinden;NA;NEIN;NEIN
4991; England den Gehorsam aufkuendigten, und sind der ;Vereinigung; der 13 Provinzen in einen neuen Staat niemals bey;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Vereinigung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;ver;NA;NA;vereinigen;NA;NEIN;NEIN
4992;  *) Die Leser wissen dies wenigstens aus Campens ;Entdeckung; von Amerika. **) Darunter versteht man gemeinigli;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Entdeckung;NA;NEIN;KEIN;NEIN;aus;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ent;NA;NA;entdecken;NA;NEIN;NEIN
4993;es Koenigreichs Preussen, worin, nach der letzten ;Zaehlung;, 68000 Menschen wohnen. Unter diesen hat der Hera;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Z‰hlung;letzte;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;zaehlen;NA;NEIN;NEIN
4994;               ÔªøJntelligenz-Blatt zur Deutschen ;Zeitung; 1789. No.1. Jn einem unweit Frankfurt am Main in ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Zeitung;deutsch;JA;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4996; liegenden Orte haben sich zwey junge Maenner zur ;Errichtung; eines Erziehungsinstituts mit einander verbunden,;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Errichtung;NA;NEIN;b;NEIN;zu;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;errichten;NA;NEIN;NEIN
4997;wissenschaft, von welchen in denen nahe liegenden ;Waldungen;, Manufakturen, Fabriken und Bergwerken die Anwend;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Waldung;naheliegend;JA;s;NEIN;in;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4998;dungen, Manufakturen, Fabriken und Bergwerken die ;Anwendung;" gezeiget werden wird; III. Mathematik, besonders ";NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Anwendung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anwenden;NA;NEIN;NEIN
4999; Wissenschaften lehret, sondern auf die kuenftige ;Bestimmung; eines jeden - ob er als Theolog, oder Jurist, ode;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Bestimmung;k¸nftig;JA;b;NEIN;auf;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bestimmen;NA;NEIN;NEIN
5000;Lehrer werden von Zeit zu Zeit durch oeffentliche ;Pruefungen; dem Publikum Rechenschaft ablegen. Man zahlt fuer;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Pr¸fung;ˆffentlich;JA;KEIN;NEIN;durch;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;pruefen;NA;NEIN;NEIN
5001;Lutheri, dann wieder durch 2 Baende Predigten zur ;Aufklaerung; der Volksreligion und durch zwo Abhandlungen uebe;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Aufkl‰rung;NA;NEIN;b;NEIN;zu;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;auf;NA;NA;aufklaeren;NA;NEIN;NEIN
5002;n zur Aufklaerung der Volksreligion und durch zwo ;Abhandlungen; ueber die Strafen der Verdammten und deren Dauer ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Abhandlung;Zahlwort;JA;s;NEIN;durch;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
5003;en Dauer ruehmlichst bekannt gemacht hat, wird in ;Verbindung; mit mehrern angesehenen gelehrten Maennern eine p;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Verbindung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbinden;NA;NEIN;NEIN
5004;en, in welcher der Prediger bey allen Faellen und ;Verrichtungen; seines Amts nachsuchen und fuer sein jedesmaliges;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Verrichtung;NA;NEIN;s;NEIN;bei;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verrichten;NA;NEIN;NEIN
5005;essen ist. Den Verlag davon hat die Crusiussische ;Buchhandlung; in Leipzig uebernommen, die sowohl als auch alle ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Buch;Handlung;Crusiussche;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
5006;ig uebernommen, die sowohl als auch alle uebrigen ;Buchhandlungen; Deutschlands den aus acht Stuecken bestehenden Ja;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Buch;Handlung;¸brig;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
5007;nachher 2 Thlr. 12 gl. seyn. Eine ausfuehrlichere ;Bekanntmachung; die den ganzen Plan in sich fa√üt, den das allgem;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Bekanntmachung;ausf¸hrlich;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;be;NA;NA;bekanntmachen;NA;NEIN;NEIN
5008;ne Magazin fuer Prediger bezweckt, wird von allen ;Buchhandlungen; gratis vertheilt. Geschichte und Geographie von D;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Buch;Handlung;NA;NEIN;s;NEIN;von;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
5009;die Jugend und zum Gebrauch fuer Schulen. Bey der ;Bearbeitung; dieses nach den Beduerfnissen unsrer Zeit so nuet;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Bearbeitung;NA;NEIN;b;NEIN;bei;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bearbeiten;NA;JA;NEIN
5010;ie, oder die Regentengeschichte und geographische ;Beschreibung; der deutschen Staaten ins besondere abhandeln, un;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Beschreibung;geographisch;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;beschreiben;NA;NEIN;NEIN
5011;en Staaten ins besondere abhandeln, und dabey die ;Nebeneinanderstellung; der Laender jedes regierenden Herrn beobachten. D;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Nebeneinanderstellung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;nebeneinanderstellen;NA;NEIN;NEIN
5012;ens ein Alphabet stark seyn wird, zwoelf Groschen ;Vorausbezahlung;, den Ducaten zu 2 Rthlr. 20 gl. den Louisd'or zu ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Voraus;Bezahlung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bezahlen;NA;NEIN;NEIN
5013;chreiben, Generalien und andere geschehene Steuer-;Anordnungen; anzutreffen, mithin hierzu unvollkommen sind. Um ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Anordnung;geschehen;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anordnen;NA;NEIN;NEIN
5014;nuege zu leisten, ist Endes benannte privilegirte ;Buchhandlung; auf alle Faelle - vorhabens, nach bevorstehender ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Buch;Handlung;privilegiert;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
5015;tructionen und Defect-Resolutionen, nach Heymanns ;Anleitung;, doch in alphabetischer Ordnung zum Druck zu befo;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Anleitung;NA;NEIN;KEIN;JA;nach;MOD;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anleiten;NA;NEIN;NEIN
5016;, nach Heymanns Anleitung, doch in alphabetischer ;Ordnung; zum Druck zu befoerdern, welches nach Vorschrifft;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Ordnung;alphabetisch;JA;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;YES;NA;NA;NA;NA;ordnen;NA;NEIN;NEIN
5017;efoerdern, welches nach Vorschrifft der hoechsten ;Anordnungen;, sowohl was jeder Steuer-Art halber besonders, al;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Anordnung;hoch;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anordnen;NA;NEIN;NEIN
5018;egen der Schocke und Quatember, deren Auflage und ;Catastrirung;, ferner wegen Qualitaet der Guether, Haeuser und ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Kastrierung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NA;JA;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;kastrieren;NA;NEIN;NEIN
5019;ren Steuerbarkeit oder nicht, dann wegen Berichts-;Erstattungen; in allen vorkommenden Steuer-Faellen, weiter, weg;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Erstattung;NA;NEIN;KEIN;NEIN;wegen;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erstatten;NA;NEIN;NEIN
5020;ations-Faelle und unter andern nach vielen andern ;Beobachtungen;, wegen der Defecte, allenthalben gnaed. angeordne;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Beobachtung;andere;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;beobachten;NA;NEIN;NEIN
5021;-Papier und Spiel-Carten, sondern auch, was wegen ;Versteuerung; der Weine und sonst hoechst anbefohlen zu beobach;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Versteuerung;NA;NEIN;KEIN;JA;wegen;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;ver;NA;NA;versteuern;NA;NEIN;NEIN
5022;raus bequem seyn mu√ü. Wie nun zwar bereits viele ;Bestellungen;" hierauf schon geschehen, man aber doch auch; wie ";NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Bestellung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bestellen;NA;NEIN;NEIN
5023;uerstl. Koethensche privilegirte Glandenbergische ;Buchhandlung; daselbst. Da ein gewisser Rechtsgelehrter, bewoge;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Buch;Handlung;Glandenbergisch;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
5024;r Rechtsgelehrter, bewogen durch lange practische ;Erfahrung; und geruehrt durch das allgemeine Elend, welches ;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Erfahrung;praktisch;JA;KEIN;JA;durch;MOD;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erfahren;NA;NEIN;NEIN
5025;dvokaten und Richter sichern koennen, nebst einer ;Anweisung; alle Prozesse selbst leiten, und wo moeglich selb;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Anweisung;NA;NEIN;u;NEIN;nebst;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anweisen;NA;JA;NEIN
5026;h in Voraus fuer die gewi√ü zu erfolgenden uebeln ;Behandlungen; sicher zu setzen, und um die Staerke der Auflage,;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Behandlung;¸bel;JA;b;NEIN;f¸r;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;behandeln;NA;NEIN;NEIN
5027; und um die Staerke der Auflage, da bereits viele ;Bestellungen; darauf gemacht, zu bestimmen, den Weg der Praenum;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Bestellung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bestellen;NA;NEIN;NEIN
5028;ehlen. Man praenumeriret in der Glandenbergischen ;Buchhandlung; zu Coethen auf diese Schrift bis zu kuenftiger Os;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;Buch;Handlung;Glandenbergisch;JA;b;NEIN;in;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
5029;rinnen durch wahre und erdichtete Geschichten und ;Erzaehlungen;, durch lehrreiche Gespraeche, Gedichte, kleine Sc;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Erz‰hlung;erdichtet;JA;KEIN;NEIN;durch;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erzaehlen;NA;NEIN;NEIN
5030;raeche, Gedichte, kleine Schauspiele etc. auf die ;Erweiterung; der Kenntnisse, und vorzueglich auf die Bildung d;NEWS_P3_OMD_1789_gotha.txt;NEWS;P3;OMD;1789;1785;gotha.txt;NA;Erweiterung;NA;NEIN;b;NEIN;auf;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erweitern;NA;NEIN;NEIN
